word,type
暴動,neg
暴卒,neg
暴發,neg
暴客,neg
暴尸,neg
暴徒,neg
暴怒,neg
暴戾,neg
暴政,neg
暴敵,neg
暴民,neg
暴烈,neg
暴病,neg
暴虐,neg
暴行,neg
暴跌,neg
暴跳,neg
暴躁,neg
暴雨,neg
暴露,neg
暴風,neg
曝光,neg
曲折,neg
曲筆,neg
曲解,neg
更嘔,neg
更壞,neg
更賤,neg
最低,neg
最壞,neg
最屌,neg
最差,neg
最恨,neg
最桑,neg
最讓,neg
最跩,neg
最雷,neg
月仲,neg
月工,neg
月才,neg
月報,neg
月真,neg
月跌,neg
月錢,neg
有仇,neg
有啥,neg
有夠,neg
有害,neg
有恃,neg
有悖,neg
有意,neg
有愧,neg
有毒,neg
有氣,neg
有病,neg
有癮,neg
有線,neg
有罪,neg
有英,neg
有鬼,neg
朋黨,neg
服喪,neg
服毒,neg
服罪,neg
朝仲,neg
朦朧,neg
木棍,neg
木然,neg
木訥,neg
未中,neg
未免,neg
未加,neg
未定,neg
未必,neg
未知,neg
未經,neg
未獲,neg
未被,neg
未遂,neg
末日,neg
末流,neg
末藥,neg
末路,neg
本兒,neg
本來,neg
機買,neg
機仲,neg
機八,neg
機心,neg
機械,neg
機歪,neg
機要,neg
機車,neg
朽壞,neg
朽腐,neg
朽敗,neg
殺人,neg
殺價,neg
殺頭,neg
殺害,neg
殺戮,neg
殺機,neg
殺死,neg
殺氣,neg
殺生,neg
雜亂,neg
雜事,neg
雜交,neg
雜湊,neg
雜多,neg
雜念,neg
雜沓,neg
雜活,neg
雜燴,neg
雜牌,neg
雜物,neg
雜碎,neg
雜種,neg
雜稅,neg
雜糅,neg
雜草,neg
雜訊,neg
雜質,neg
雜費,neg
雜霸,neg
雜音,neg
權勢,neg
權宜,neg
權術,neg
權臣,neg
權謀,neg
權門,neg
杆子,neg
村俗,neg
村氣,neg
村話,neg
村野,neg
束手,neg
束縛,neg
杠上,neg
來人,neg
來氣,neg
來火,neg
杯具,neg
鬆垮,neg
鬆弛,neg
鬆懈,neg
鬆散,neg
板坯,neg
板實,neg
板床,neg
板材,neg
板滯,neg
板眼,neg
板結,neg
板臉,neg
板蕩,neg
極刑,neg
極壞,neg
極小,neg
極差,neg
極惡,neg
極權,neg
極端,neg
極蠢,neg
構陷,neg
枉法,neg
枉然,neg
枉費,neg
果庫,neg
果蠅,neg
果越,neg
棗椰,neg
槍決,neg
槍擊,neg
槍口,neg
槍聲,neg
槍子,neg
槍替,neg
槍殺,neg
槍斃,neg
槍眼,neg
梟雄,neg
枯寂,neg
枯槁,neg
枯澀,neg
枯燥,neg
枯竭,neg
枯腸,neg
枯萎,neg
枷鎖,neg
染上,neg
染房,neg
染指,neg
染毒,neg
染缸,neg
柔弱,neg
櫃員,neg
查出,neg
查勘,neg
查卷,neg
查封,neg
查房,neg
查抄,neg
查檔,neg
查票,neg
查禁,neg
查血,neg
標榜,neg
樹敵,neg
校務,neg
校醫,neg
核銷,neg
根子,neg
根底,neg
根絕,neg
根腳,neg
格外,neg
栽倒,neg
栽臟,neg
栽誣,neg
栽贓,neg
桀紂,neg
桀黠,neg
桃色,neg
案卷,neg
案發,neg
案子,neg
案底,neg
案犯,neg
桎梏,neg
檔級,neg
橋隧,neg
梆硬,neg
梗塞,neg
梗阻,neg
夢游,neg
夢見,neg
夢魘,neg
梯都,neg
械斗,neg
械系,neg
梼昧,neg
檢討,neg
棍打,neg
棒喝,neg
棘手,neg
森然,neg
植皮,neg
椎骨,neg
楞住,neg
樓板,neg
樓梯,neg
樓道,neg
概念,neg
概算,neg
榨出,neg
榨取,neg
槽牙,neg
模糊,neg
橫事,neg
橫加,neg
橫暴,neg
橫死,neg
橫流,neg
橫渡,neg
橫著,neg
橫禍,neg
橫穿,neg
橫肉,neg
橫蠻,neg
橫行,neg
橫財,neg
橫過,neg
橫逆,neg
檀板,neg
檑木,neg
欠你,neg
欠佳,neg
欠債,neg
欠妥,neg
欠安,neg
欠扁,neg
欠揍,neg
欠缺,neg
欠賬,neg
欠費,neg
欠錢,neg
次品,neg
次奧,neg
次次,neg
次等,neg
次級,neg
次要,neg
次貨,neg
次長,neg
欲嘔,neg
欲墜,neg
欲望,neg
欺人,neg
欺侮,neg
欺凌,neg
欺壓,neg
欺哄,neg
欺生,neg
欺瞞,neg
欺蒙,neg
欺詐,neg
欺負,neg
欺辱,neg
欺騙,neg
歇菜,neg
歉收,neg
歉然,neg
歉甚,neg
歉疚,neg
止住,neg
止步,neg
止血,neg
正凶,neg
正坐,neg
正爽,neg
正話,neg
武力,neg
武斷,neg
武裝,neg
歧出,neg
歧視,neg
歧途,neg
歪斜,neg
歪曲,neg
歪理,neg
歪纏,neg
歪道,neg
歪風,neg
歹人,neg
歹徒,neg
歹心,neg
歹毒,neg
死不,neg
死了,neg
死亡,neg
死人,neg
死仗,neg
死傷,neg
死光,neg
死黨,neg
死刑,neg
死區,neg
死去,neg
死命,neg
死咸,neg
死囚,neg
死因,neg
死地,neg
死寂,neg
死尸,neg
死屌,neg
死心,neg
死性,neg
死扣,neg
死掉,neg
死期,neg
死機,neg
死板,neg
死棋,neg
死死,neg
死氣,neg
死活,neg
死灰,neg
死狗,neg
死貓,neg
死理,neg
死症,neg
死硬,neg
死纏,neg
死罪,neg
死者,neg
死胎,neg
死訊,neg
死記,neg
死賴,neg
死路,neg
死難,neg
死鬼,neg
死魚,neg
殲滅,neg
殃及,neg
殉情,neg
殉職,neg
殘余,neg
殘兵,neg
殘匪,neg
殘品,neg
殘喘,neg
殘害,neg
殘局,neg
殘廢,neg
殘忍,neg
殘怍,neg
殘損,neg
殘敵,neg
殘暴,neg
殘殺,neg
殘毒,neg
殘生,neg
殘疾,neg
殘破,neg
殘缺,neg
殘羹,neg
殘虐,neg
殘敗,neg
殘貨,neg
殘部,neg
殘酷,neg
殘骸,neg
殞命,neg
殞越,neg
殖民,neg
殯葬,neg
殯車,neg
毆打,neg
毆斗,neg
毀傷,neg
毀壞,neg
毀害,neg
毀容,neg
毀棄,neg
毀損,neg
毀掉,neg
毀滅,neg
毀約,neg
毀譽,neg
毀謗,neg
毒刑,neg
毒化,neg
毒品,neg
毒害,neg
毒手,neg
毒打,neg
毒殺,neg
毒死,neg
毒氣,neg
毒液,neg
毒物,neg
毒犯,neg
毒瘤,neg
毒癮,neg
毒素,neg
毒腺,neg
毒草,neg
毒藥,neg
毒虫,neg
毒蛇,neg
毒計,neg
毒謀,neg
毒販,neg
毒資,neg
毒辣,neg
毒餌,neg
比額,neg
畢命,neg
畢露,neg
斃了,neg
斃命,neg
毛坑,neg
毛子,neg
毛總,neg
毛我,neg
毛用,neg
毛病,neg
毛線,neg
毛躁,neg
毛那,neg
毫無,neg
民怨,neg
民憤,neg
民賊,neg
氣冷,neg
氣味,neg
氣喘,neg
氣壞,neg
氣得,neg
氣忿,neg
氣急,neg
氣惱,neg
氣憤,neg
氣昏,neg
氣死,neg
氣焰,neg
氣瘋,neg
氣短,neg
氣管,neg
氣悶,neg
氣餒,neg
氨水,neg
水壓,neg
水器,neg
水妖,neg
水害,neg
水患,neg
水溝,neg
水泡,neg
水瀉,neg
水漂,neg
水災,neg
水疱,neg
水痘,neg
水管,neg
水荒,neg
水蛭,neg
水費,neg
水裡,neg
水鏽,neg
水雷,neg
永別,neg
永訣,neg
汀線,neg
求乞,neg
求人,neg
求全,neg
求助,neg
求醫,neg
求原,neg
求情,neg
求救,neg
求求,neg
求治,neg
求解,neg
求雨,neg
求饒,neg
匯票,neg
漢奸,neg
汗毛,neg
汗臭,neg
汗顏,neg
污名,neg
污垢,neg
污染,neg
污毒,neg
污濁,neg
污漬,neg
污點,neg
污物,neg
污穢,neg
污蔑,neg
污辱,neg
污跡,neg
洶洶,neg
沈寂,neg
沈沒,neg
沈浸,neg
沈溺,neg
沈重,neg
沈悶,neg
沉冤,neg
沉吟,neg
沉寂,neg
沉底,neg
沉淪,neg
沉滄,neg
沉渣,neg
沉湎,neg
沉溺,neg
沉滯,neg
沉疴,neg
沉痛,neg
沉痼,neg
沉迷,neg
沉郁,neg
沉重,neg
沉悶,neg
沉陷,neg
沉默,neg
沙土,neg
沙場,neg
沙暴,neg
沙眼,neg
溝壑,neg
溝渠,neg
沒事,neg
沒勁,neg
沒味,neg
沒命,neg
沒品,neg
沒完,neg
沒得,neg
沒戲,neg
沒手,neg
沒收,neg
沒效,neg
沒治,neg
沒法,neg
沒理,neg
沒用,neg
沒種,neg
沒精,neg
沒羞,neg
沒腳,neg
沒臉,neg
沒落,neg
沒譜,neg
沒趣,neg
沒輒,neg
沒轍,neg
沒門,neg
淪喪,neg
淪為,neg
淪亡,neg
淪落,neg
淪陷,neg
沮喪,neg
河蟹,neg
油嘴,neg
油水,neg
油滑,neg
油膩,neg
油路,neg
治治,neg
治罪,neg
沽名,neg
沾染,neg
沾污,neg
沿兒,neg
沿襲,neg
泄勁,neg
泄密,neg
泄恨,neg
泄憤,neg
泄氣,neg
泄漏,neg
泄露,neg
泔水,neg
法辦,neg
法術,neg
法盲,neg
法警,neg
泛濫,neg
泛讀,neg
泛音,neg
泡影,neg
泡湯,neg
泡面,neg
波折,neg
波蕩,neg
泥古,neg
泥坑,neg
泥污,neg
泥濘,neg
泥煤,neg
泥腿,neg
注銷,neg
淚下,neg
淚人,neg
淚動,neg
淚奔,neg
淚流,neg
淚珠,neg
淚腺,neg
泯沒,neg
泯滅,neg
泳道,neg
瀉肚,neg
瀉藥,neg
潑剌,neg
潑婦,neg
潑悍,neg
潑皮,neg
潑辣,neg
潔癖,neg
洋務,neg
洗劫,neg
洗印,neg
洗頭,neg
洗胃,neg
洗蕩,neg
洗錢,neg
洞開,neg
洪流,neg
洪災,neg
活埋,neg
活寶,neg
活活,neg
活罪,neg
活該,neg
活路,neg
派頭,neg
派性,neg
派系,neg
流亡,neg
流俗,neg
流出,neg
流寇,neg
流弊,neg
流放,neg
流毒,neg
流氓,neg
流氣,neg
流淚,neg
流浪,neg
流痞,neg
流離,neg
流空,neg
流竄,neg
流落,neg
流血,neg
流言,neg
流質,neg
流逝,neg
流食,neg
淺學,neg
淺嘗,neg
淺薄,neg
淺見,neg
淺近,neg
淺陋,neg
漿糊,neg
澆漓,neg
澆薄,neg
濁世,neg
濁流,neg
濁浪,neg
濁重,neg
濁音,neg
渾名,neg
渾噩,neg
渾水,neg
渾濁,neg
渾蛋,neg
渾說,neg
渾身,neg
濃烈,neg
濃煙,neg
濃艷,neg
浩劫,neg
浪子,neg
浪蕩,neg
浪費,neg
浮動,neg
浮名,neg
浮夸,neg
浮報,neg
浮泛,neg
浮淺,neg
浮渣,neg
浮滑,neg
浮漂,neg
浮生,neg
浮禮,neg
浮艷,neg
浮蕩,neg
浮詞,neg
浮躁,neg
海匪,neg
海損,neg
海盜,neg
海難,neg
浸水,neg
浸沒,neg
涂炭,neg
消受,neg
消失,neg
消散,neg
消極,neg
消沈,neg
消沉,neg
消滅,neg
消瘦,neg
消磨,neg
消耗,neg
涉嫌,neg
澇害,neg
渙散,neg
澀滯,neg
液泡,neg
涵容,neg
淆亂,neg
淆惑,neg
淆雜,neg
淋病,neg
淘神,neg
淡漠,neg
淡薄,neg
淤積,neg
淤血,neg
淫樂,neg
淫書,neg
淫亂,neg
淫褻,neg
淫威,neg
淫媒,neg
淫心,neg
淫棍,neg
淫污,neg
淫猥,neg
淫畫,neg
淫穢,neg
淫糜,neg
淫蕩,neg
淫詞,neg
淫賤,neg
淫賊,neg
淫辭,neg
淫逸,neg
淫邪,neg
淫雨,neg
淫靡,neg
淫風,neg
深恨,neg
深重,neg
混亂,neg
混事,neg
混充,neg
混噩,neg
混帳,neg
混戰,neg
混日,neg
混雜,neg
混沌,neg
混濁,neg
混淆,neg
混球,neg
混蛋,neg
混賬,neg
淹死,neg
淹沒,neg
添亂,neg
添堵,neg
清寒,neg
清夢,neg
清白,neg
清算,neg
清醒,neg
清音,neg
瀆犯,neg
瀆神,neg
瀆職,neg
漸失,neg
漁利,neg
漁霸,neg
滲入,neg
滲水,neg
滲溝,neg
滲漏,neg
滲透,neg
渣滓,neg
溫吞,neg
溫床,neg
游擊,neg
游民,neg
游移,neg
游蕩,neg
游街,neg
渺小,neg
渺茫,neg
湮沒,neg
潰亂,neg
潰散,neg
潰滅,neg
潰瘍,neg
潰敗,neg
潰退,neg
潰逃,neg
濺出,neg
溘逝,neg
溜號,neg
溜邊,neg
溜門,neg
溢出,neg
溷濁,neg
溺死,neg
溺愛,neg
溽暑,neg
溽熱,neg
滋事,neg
滋生,neg
滋蔓,neg
滋長,neg
滑頭,neg
滑稽,neg
滑道,neg
滑音,neg
滔天,neg
滾開,neg
滾燙,neg
滾蛋,neg
滾遠,neg
滯後,neg
滯呆,neg
滯澀,neg
滯留,neg
滯緩,neg
滯鈍,neg
滯銷,neg
滿員,neg
滿處,neg
滿篇,neg
滿腹,neg
滿身,neg
濫發,neg
濫打,neg
濫挖,neg
濫捕,neg
濫殺,neg
濫用,neg
濫砍,neg
濫葬,neg
濫調,neg
漂泊,neg
漂浮,neg
漏丑,neg
漏出,neg
漏卮,neg
漏子,neg
漏損,neg
漏氣,neg
漏水,neg
漏洞,neg
漏球,neg
漏稅,neg
漏風,neg
漠不,neg
漠然,neg
漠視,neg
漫漶,neg
漫罵,neg
潛伏,neg
潛入,neg
潛藏,neg
潛行,neg
潛蹤,neg
潛逃,neg
潦倒,neg
潦草,neg
潮濕,neg
潸然,neg
激動,neg
激怒,neg
激憤,neg
激戰,neg
激浪,neg
激潮,neg
激烈,neg
激進,neg
瀕臨,neg
瀕於,neg
瀕危,neg
瀕死,neg
灌輸,neg
火坑,neg
火大,neg
火並,neg
火性,neg
火拼,neg
火攻,neg
火氣,neg
火災,neg
火燭,neg
火爆,neg
火藥,neg
火警,neg
滅亡,neg
滅口,neg
滅絕,neg
滅跡,neg
滅鼠,neg
燈頭,neg
灰土,neg
灰心,neg
灰暗,neg
灰色,neg
靈機,neg
靈藥,neg
靈車,neg
灼傷,neg
灼枯,neg
灼痛,neg
災害,neg
災年,neg
災患,neg
災星,neg
災殃,neg
災病,neg
災禍,neg
災荒,neg
災難,neg
炎涼,neg
炎熱,neg
炫弄,neg
炫惑,neg
炫耀,neg
炮擊,neg
炮制,neg
炮聲,neg
炮灰,neg
炮轟,neg
炸掉,neg
炸毀,neg
炸藥,neg
炸裂,neg
炸雷,neg
點卯,neg
點火,neg
點破,neg
煉油,neg
熾燥,neg
爛上,neg
爛人,neg
爛仗,neg
爛帳,neg
爛戲,neg
爛掉,neg
爛污,neg
爛泥,neg
爛源,neg
爛肉,neg
爛賬,neg
爛貨,neg
爛車,neg
烈酒,neg
烙印,neg
煙子,neg
煙幕,neg
煙癮,neg
煙筒,neg
煙霧,neg
煙鬼,neg
烤焦,neg
煩亂,neg
煩人,neg
煩冗,neg
煩厭,neg
煩囂,neg
煩心,neg
煩憂,neg
煩惱,neg
煩愁,neg
煩擾,neg
煩雜,neg
煩死,neg
煩燥,neg
煩瑣,neg
煩神,neg
煩膩,neg
煩言,neg
煩躁,neg
煩悶,neg
煩難,neg
燒傷,neg
燒制,neg
燒包,neg
燒化,neg
燒壞,neg
燒心,neg
燒毀,neg
燒灼,neg
燒焦,neg
燒著,neg
燒紙,neg
燙傷,neg
燙痛,neg
熱化,neg
熱學,neg
熱得,neg
熱氣,neg
熱病,neg
熱症,neg
熱線,neg
熱阿,neg
熱風,neg
焚燒,neg
焦味,neg
焦心,neg
焦急,neg
焦愁,neg
焦灼,neg
焦炙,neg
焦燥,neg
焦痕,neg
焦慮,neg
焦躁,neg
煎熬,neg
煞氣,neg
煞白,neg
煞費,neg
煞車,neg
煤氣,neg
照搬,neg
照生,neg
煽動,neg
煽惑,neg
煽誘,neg
熄火,neg
熊包,neg
熬刑,neg
熬夜,neg
熬心,neg
熬煎,neg
熬磨,neg
燃燒,neg
燠熱,neg
燥熱,neg
爆發,neg
爆炸,neg
爆烈,neg
爆破,neg
爆震,neg
爬行,neg
愛小,neg
爽約,neg
片子,neg
片面,neg
牙冠,neg
牙醫,neg
牙痛,neg
牙磣,neg
牙科,neg
牙縫,neg
牙音,neg
牙髓,neg
牙齦,neg
牛性,neg
牛氣,neg
牟取,neg
牢房,neg
牢獄,neg
牢籠,neg
牢騷,neg
物價,neg
物化,neg
牲口,neg
牲畜,neg
牽制,neg
牽就,neg
牽強,neg
牽念,neg
牽扯,neg
牽挂,neg
牽累,neg
牽連,neg
特困,neg
特權,neg
特重,neg
特需,neg
特馬,neg
犀利,neg
犟嘴,neg
犬儒,neg
犯事,neg
犯人,neg
犯傻,neg
犯忌,neg
犯急,neg
犯怵,neg
犯愁,neg
犯憷,neg
犯戒,neg
犯案,neg
犯法,neg
犯渾,neg
犯病,neg
犯禁,neg
犯罪,neg
犯規,neg
犯諱,neg
犯賤,neg
犯錯,neg
犯難,neg
狀告,neg
猶大,neg
猶疑,neg
猶豫,neg
狂亂,neg
狂人,neg
狂傲,neg
狂吠,neg
狂奔,neg
狂妄,neg
狂怒,neg
狂恣,neg
狂悖,neg
狂放,neg
狂暴,neg
狂氣,neg
狂熱,neg
狂蕩,neg
狂言,neg
狂躁,neg
狂雨,neg
狂風,neg
狂罵,neg
狎褻,neg
狎妓,neg
狎昵,neg
狐媚,neg
狐疑,neg
狐臭,neg
狗屁,neg
狗屎,neg
狗日,neg
狗熊,neg
狗生,neg
狗真,neg
狗眼,neg
狗血,neg
獰惡,neg
獰笑,neg
狠命,neg
狠心,neg
狠打,neg
狠毒,neg
狠狠,neg
狠罵,neg
狡滑,neg
狡獪,neg
狡猾,neg
狡計,neg
狡詐,neg
狡詰,neg
狡賴,neg
狡辯,neg
狡黠,neg
狩獵,neg
獨吞,neg
獨夫,neg
獨斷,neg
獨獨,neg
獨裁,neg
獨霸,neg
狹小,neg
狹窄,neg
狹路,neg
狹隘,neg
猙獰,neg
狷急,neg
狼狽,neg
狼籍,neg
狼藉,neg
狼道,neg
獵取,neg
獵食,neg
猖狂,neg
猖獗,neg
猛沖,neg
猛擊,neg
猛吃,neg
猛地,neg
猛奪,neg
猛打,neg
猛扔,neg
猛拋,neg
猛推,neg
猛撞,neg
猛攻,neg
猛烈,neg
猛砍,neg
猛跌,neg
猛踢,neg
猛醒,neg
猛長,neg
猛闖,neg
猜嫌,neg
猜忌,neg
猜想,neg
猜疑,neg
猝死,neg
猥褻,neg
猥劣,neg
猥瑣,neg
猥詞,neg
猥賤,neg
猥辭,neg
猥鄙,neg
猥陋,neg
豬哥,neg
豬頭,neg
豬母,neg
豬狗,neg
豬玀,neg
豬瘟,neg
豬糞,neg
豬食,neg
貓膩,neg
猬辭,neg
獻媚,neg
玩弄,neg
玩忽,neg
玩笑,neg
現丑,neg
現世,neg
現實,neg
現形,neg
現眼,neg
現臭,neg
現行,neg
現話,neg
玷污,neg
玷辱,neg
班房,neg
球道,neg
理虧,neg
理屈,neg
瑣碎,neg
瑣細,neg
瑕玷,neg
瑕疵,neg
瑟縮,neg
瓜仁,neg
瓜分,neg
瓦解,neg
甘准,neg
甘聲,neg
甘我,neg
甘放,neg
甘濟,neg
生事,neg
生人,neg
生冷,neg
生前,neg
生厭,neg
生變,neg
生怕,neg
生恐,neg
生恨,neg
生懼,neg
生放,neg
生氣,neg
生澀,neg
生番,neg
生疏,neg
生疑,neg
生疼,neg
生病,neg
生硬,neg
生藥,neg
生路,neg
生造,neg
生鏽,neg
用刑,neg
用力,neg
用盡,neg
用舊,neg
用濫,neg
甩了,neg
甩得,neg
甩掉,neg
甬道,neg
甲亢,neg
申冤,neg
申斥,neg
申明,neg
申討,neg
申訴,neg
申述,neg
申飭,neg
電擊,neg
電刷,neg
電扇,neg
電梯,neg
電匯,neg
電瓶,neg
電療,neg
電線,neg
電耗,neg
電表,neg
電解,neg
電費,neg
電路,neg
電鑽,neg
電鋸,neg
電閃,neg
電閘,neg
男廁,neg
畫皮,neg
界說,neg
畏光,neg
畏忌,neg
畏怯,neg
畏懼,neg
畏縮,neg
畏罪,neg
畏葸,neg
畏難,neg
留堂,neg
留長,neg
留難,neg
畜生,neg
畸型,neg
畸形,neg
疏失,neg
疏忽,neg
疏懶,neg
疏放,neg
疏遠,neg
疏闊,neg
疑雲,neg
疑心,neg
疑忌,neg
疑惑,neg
疑懼,neg
疑有,neg
疑案,neg
疑竇,neg
疑慮,neg
疑問,neg
癤子,neg
疙瘩,neg
疚愧,neg
疝氣,neg
疤痕,neg
疫區,neg
疫病,neg
瘡痍,neg
瘋人,neg
瘋子,neg
瘋狂,neg
瘋狗,neg
瘋癲,neg
瘋藥,neg
瘋話,neg
疱疹,neg
疲乏,neg
疲倦,neg
疲勞,neg
疲困,neg
疲塌,neg
疲弱,neg
疲憊,neg
疲敝,neg
疲沓,neg
疲累,neg
疲軟,neg
疵品,neg
疵點,neg
疹子,neg
疼痛,neg
疾病,neg
疾苦,neg
疾走,neg
疾風,neg
疾駛,neg
病人,neg
病體,neg
病例,neg
病倒,neg
病假,neg
病況,neg
病危,neg
病歷,neg
病原,neg
病句,neg
病史,neg
病號,neg
病夫,neg
病害,neg
病容,neg
病床,neg
病弱,neg
病態,neg
病房,neg
病根,neg
病案,neg
病殘,neg
病毒,neg
病源,neg
病灶,neg
病狀,neg
病狂,neg
病疫,neg
病程,neg
病篤,neg
病粒,neg
病菌,neg
病象,neg
病院,neg
病魔,neg
症狀,neg
癰疽,neg
痙攣,neg
痒痒,neg
痔瘡,neg
痛擊,neg
痛切,neg
痛哭,neg
痛處,neg
痛心,neg
痛恨,neg
痛惡,neg
痛惜,neg
痛感,neg
痛打,neg
痛斥,neg
痛痒,neg
痛經,neg
痛苦,neg
痛覺,neg
痛責,neg
痛罵,neg
痞子,neg
痞棍,neg
痱子,neg
痴人,neg
痴呆,neg
痴子,neg
痴想,neg
痴愣,neg
痴肥,neg
痴話,neg
痼疾,neg
瘆人,neg
瘟疫,neg
瘟神,neg
瘠薄,neg
瘦削,neg
瘦弱,neg
瘦才,neg
瘦瘠,neg
癟三,neg
癱瘓,neg
癱軟,neg
瘭疽,neg
瘸子,neg
癌症,neg
癖好,neg
癩子,neg
癲狂,neg
白事,neg
白黨,neg
白區,neg
白卷,neg
白天,neg
白字,neg
白搞,neg
白日,neg
白沫,neg
白痴,neg
白目,neg
白眼,neg
白藥,neg
白蟻,neg
白費,neg
白食,neg
的士,neg
皇歷,neg
皇皇,neg
皇糧,neg
皮囊,neg
皮毛,neg
皮相,neg
皮臉,neg
皮重,neg
皺巴,neg
皺眉,neg
皺紋,neg
皺縮,neg
鹽酸,neg
監牢,neg
監獄,neg
監禁,neg
監視,neg
蓋板,neg
盜劫,neg
盜匪,neg
盜賣,neg
盜印,neg
盜墓,neg
盜寇,neg
盜汗,neg
盜版,neg
盜獵,neg
盜用,neg
盜竊,neg
盜賊,neg
盜走,neg
盜車,neg
盜騙,neg
盤剝,neg
盤弄,neg
盤查,neg
盤踞,neg
盤問,neg
盟誓,neg
目論,neg
盲從,neg
盲信,neg
盲動,neg
盲干,neg
盲用,neg
盲目,neg
直撞,neg
直流,neg
直視,neg
相反,neg
相同,neg
相差,neg
相異,neg
相撞,neg
省道,neg
看低,neg
看成,neg
看扁,neg
看淡,neg
看病,neg
看輕,neg
真差,neg
真干,neg
真氣,neg
真爛,neg
真蠢,neg
眩惑,neg
眩暈,neg
眩目,neg
眷顧,neg
眼壓,neg
眼圈,neg
眼拙,neg
眼暈,neg
眼泡,neg
眼淚,neg
眼皮,neg
眼眉,neg
眼看,neg
眼花,neg
眼藥,neg
眼袋,neg
眼跳,neg
著涼,neg
著忙,neg
著急,neg
著慌,neg
著火,neg
著魔,neg
睜大,neg
睖睜,neg
睡意,neg
睡眠,neg
睡魔,neg
督察,neg
睥睨,neg
瞌睡,neg
瞎吹,neg
瞎扯,neg
瞎抓,neg
瞎搞,neg
瞎眼,neg
瞎話,neg
瞎說,neg
瞎鬧,neg
瞞哄,neg
瞞騙,neg
瞠然,neg
瞪眼,neg
矛頭,neg
矛盾,neg
矜夸,neg
矢口,neg
矢序,neg
知覺,neg
矩陣,neg
矯情,neg
矯揉,neg
矯飾,neg
短促,neg
短命,neg
短處,neg
短少,neg
短暫,neg
短氣,neg
短淺,neg
短缺,neg
短見,neg
短視,neg
短路,neg
短道,neg
矮子,neg
矮小,neg
矮胖,neg
石化,neg
石徑,neg
礦難,neg
砂漿,neg
砍下,neg
砍伐,neg
砍傷,neg
砍倒,neg
砍擊,neg
砍頭,neg
砍得,neg
砍掉,neg
砍斷,neg
砍死,neg
砍痕,neg
砍落,neg
研碎,neg
磚頭,neg
砣子,neg
砰擊,neg
砰聲,neg
破產,neg
破口,neg
破壞,neg
破戒,neg
破掉,neg
破舊,neg
破洞,neg
破滅,neg
破爛,neg
破碎,neg
破約,neg
破綻,neg
破臉,neg
破落,neg
破蛋,neg
破裂,neg
破財,neg
破敗,neg
破門,neg
破陋,neg
破鞋,neg
破麻,neg
砸毀,neg
砸爛,neg
砸碎,neg
砸鍋,neg
碩大,neg
碩鼠,neg
磽薄,neg
硝化,neg
硝酸,neg
硫化,neg
硫酸,neg
硬座,neg
硬性,neg
硬擠,neg
硬撐,neg
硬是,neg
硬背,neg
硬逼,neg
碌碌,neg
礙事,neg
礙眼,neg
礙難,neg
碎塊,neg
碎片,neg
碎裂,neg
碘酒,neg
碧池,neg
碰傷,neg
碰擊,neg
碰壁,neg
碰撞,neg
碴兒,neg
碾碎,neg
磕打,neg
磨光,neg
磨壞,neg
磨折,neg
磨損,neg
磨煩,neg
磨牙,neg
磨纏,neg
磨蹭,neg
磨難,neg
示眾,neg
示威,neg
示弱,neg
示怒,neg
社保,neg
神傷,neg
神化,neg
神志,neg
神權,neg
神經,neg
票退,neg
禍亂,neg
禍事,neg
禍及,neg
禍害,neg
禍延,neg
禍心,neg
禍患,neg
禍根,neg
禍殃,neg
禍水,neg
禍祟,neg
禍端,neg
禍胎,neg
禍首,neg
禁令,neg
禁制,neg
禁忌,neg
禁放,neg
禁欲,neg
禁止,neg
禁絕,neg
禁酒,neg
禁錮,neg
禁閉,neg
禁食,neg
離鄉,neg
離亂,neg
離奇,neg
離婚,neg
離家,neg
離開,neg
離棄,neg
離愁,neg
離散,neg
離格,neg
離群,neg
離譜,neg
離間,neg
離題,neg
禽獸,neg
秀逗,neg
私下,neg
私了,neg
私仇,neg
私黨,neg
私刑,neg
私利,neg
私吞,neg
私圖,neg
私奔,neg
私娼,neg
私弊,neg
私心,neg
私念,neg
私情,neg
私憤,neg
私梟,neg
私欲,neg
私生,neg
私自,neg
私藏,neg
私見,neg
私話,neg
私貨,neg
私運,neg
私通,neg
禿頭,neg
禿頂,neg
種類,neg
種蛋,neg
種馬,neg
種龜,neg
科以,neg
科教,neg
科盲,neg
秕子,neg
秕糠,neg
秘密,neg
秘教,neg
積習,neg
積弊,neg
積欠,neg
積水,neg
積郁,neg
稱大,neg
稱臣,neg
稱霸,neg
秸杆,neg
秸稈,neg
穢亂,neg
穢褻,neg
穢土,neg
穢氣,neg
穢行,neg
穢語,neg
穢跡,neg
穢聞,neg
稀鬆,neg
稀爛,neg
稀碎,neg
稀罕,neg
稀薄,neg
稂莠,neg
稅法,neg
稅負,neg
稚氣,neg
稿子,neg
窮乏,neg
窮人,neg
窮凶,neg
窮匱,neg
窮困,neg
窮境,neg
窮寇,neg
窮苦,neg
窮途,neg
窮酸,neg
窮鬼,neg
空乏,neg
空喊,neg
空頭,neg
空幻,neg
空想,neg
空房,neg
空文,neg
空泛,neg
空洞,neg
空疏,neg
空空,neg
空管,neg
空耗,neg
空腹,neg
空虛,neg
空襲,neg
空論,neg
空話,neg
空談,neg
空轉,neg
穿鑿,neg
穿窬,neg
突發,neg
突然,neg
突襲,neg
竊取,neg
