text,label,id
高雄市需要出一個肯為人民做事的總統，解決3300億元負債，還完負債之後，高雄市才能建設成為亞洲之港都之星民$黨鋪路順便拿回扣貪污，鋪越多，撈越多，結果，路鋪完，大雨過後，滿路坑洞，韓市長認真鋪路，大雨過後，路照樣完整，這就是韓市長和民$黨的差別愛情摩天輪預想圖https://www.youtube.com/watch?v=RUNB-_FNDZw&feature=youtu.be比編當場哭了！從美國洛杉磯專程返台所為何事？竟比台灣人更了解政治的內幕！一定要看到最後...有彩蛋！https://www.youtube.com/watch?v=6c-5PZHnS8Q,0,2330
我住在洛杉磯四十年，常常在看紐約時報，華爾街日報，洛杉磯時報，近一年來總是偏袒民進黨，支持蔡英文的政府，這樣一看就知道美國已經介入，近日AIT又傳出高雄遊行會有暴力行為，惟恐天下不亂。,-1,2331
這還是友台美人.....嚇台友人這嘴恐怕是獅子大開口所不能比,0,2332
LungChinChen小孩子應該唱國歌⋯⋯讓他們珍惜民主我們是小國要互愛不因與鄰居結仇⋯⋯禁不起打跟中美要微笑,0,2333
米國沒辦法遏制中國復興隻好用一堆下三濫手法強盜真面目露出來了,-1,2334
美國准備打仗。中國必須把美國滅了。或連合俄國一起滅了美國。滅了地球。中國人全民皆兵。團結起來打勝仗！打！打！打！,-1,2335
晚了，都沒用啦，美國殺恐怖份子，就隻有蘇拉曼尼死，沒別人死。現在隻要共產黨死，就不會有別人死，這才是粗暴、簡單、有效的精準打擊啊！你們不倒戈中共，中共就倒戈你們！,1,2336
"你確定嗎?如果真能這樣解決問題,那麼也請給美國對中的貿易戰,下一個最後通牒,一舉結束長期對峙狀態。",0,2337
杜潤雄別尬黑，他是精神美國人，雖然白話翻譯就是狗🐶,-1,2338
jhuangmatt大陸土嗎？呆蛙永遠都是這麼自信，大陸如果土的話你看看現在的台灣就是第三世界地區，如果這幾年沒有你美爹你們呆灣都發現到第四世界了。,-1,2339
我們幫你們當同胞你們幫我們當陸客？想著說表面附和暗度陳倉？真的是可笑！獨又不敢獨靠著美國和日本，那真的要加油了！曾經對台灣喜歡和向往，如今看來隻能嗤之以鼻，我們是大陸的年輕人，我們對祖國有信心,-1,2340
台灣跟中國爭斗，得益的是美國魔鬼，千萬不要？？？？金錢給美國魔鬼搶去了,-1,2341
以前共黨確實錯、現在改變了、美國卻是真正吸血蝙蝠,-1,2342
@吳強看來對老美也是一樣複雜的感情,0,2343
這是辯論還是吵架，民進黨的嘔吐物在潑婦罵街嗎？台灣民進黨的嘴臉怎麼這麼惡心啊。真的懶的看。哎。不認為自己中國人，滾出中國的土地。很簡單，你覺得你是日本人，就去日本，覺得自己是美國人就去美國。別佔著中國人的土地。。一群不要臉的東西。惡心！如果打台灣，我第一個報名！,-1,2344
華為頌。華為屹東方，璀璨全球光；美國心酸楚，自囚於高牆！謹以【華為頌】預㊗️我大中華，站穩【AI領域】世界巔峰，順利完成中國復興歷史偉業！（來自台灣的祝福）,-1,2345
狗閪當選，有可高興，隻是台灣，冇個像樣的人，豬，狗，牛，三個選，隻有搵隻豬，美國最開心。,-1,2346
中國全面倒向蘇聯的一個結果就是戰略欺騙赫魯曉夫幾乎免費無保留將中國工業化(156工業大項目)甚至包括核武器技術轉移，想想赫魯曉夫也夠天真的。試想倒向美國的話中國不會如此工業化。美國的人品就是帝國主義，摳門的要死。相信從美國那裡得不到最大的好處。1979年中美建交後的美國幫助中國都不是免費的，但因為中國從蘇聯獲得了工業基礎和教育基礎(哪怕水平不高)但已經從農業國家蛻變成為准工業化國家。這就是中國崛起的秘密。,-1,2347
jjrrwss兩天前就看過了。美國在台協會推這個節目，覺得玩味。五眼聯盟挺港台，我們不孤單！,1,2348
"吳敦義,馬娘娘,等都是美國在中國台灣省的傀儡!!!",-1,2349
"劉侑彤的意見，一半贊同一半不贊同。贊同，親民黨國民黨無法順服台灣人大部分投票給他們。國民黨不敢檢討真正所有原因，也無法告訴藍營的支持者他們的主張論述不清楚。不贊同什麼兩邊討好，兩邊得到利益。劉小姐，妳沒看到現在世界趨勢嗎？再來，鴻海是在郭台銘在位時候跟川普見面並且到美國去承諾了威州的投資計畫。現在跳票了。妳以為美中大戰下，美國要妳選的狀況下，你們可以兩邊討好嗎？更別說大家上面講的中共武統威脅猙獰面目，妳要選中共?美中大戰後，劉小姐要是以為川普會放過郭台銘讓他臉上無光的鳥鳥的未落實的威州計畫投資案。更別說2024郭台銘要選台灣總統。郭台銘如何說服美國人他可以""平衡""好???",0,2350
"LaioWilly當年領獎學金的吾輩留學生，其他人都僅夠溫飽!宋某人的獎學金卻能夠存攢且現金購屋置產五處，當年總值至少50萬美元以上!(這是宋某於2012年競選總統敗選時，在電視記者追問其""美國五處房產怎麼來的?""時，對著電視攝影機鏡頭說:""那是我留學唸書時用獎學金存錢買的!""。歷歷在目，有影片檔案可循!)這其中異於一般留學生之處豈無蹊蹺?",0,2351
@蕭jl我不這麼看伊朗是自暴其短美軍看穿了伊朗的外強中乾反而會大加攻擊因為根本就是一個廢物！跟共產黨中共一模一樣,0,2352
美國愛台灣verygood,1,2353
"懐有私人企圖的捐獻就不是功德郭台銘及所有他贊助的基金會辦活動,敬而遠之!?郭台銘先前捐款7000萬替馬英九成立智庫基金會,原始目的應該是信任馬英九的能力及貢獻.其後郭台銘在敗下國民賞初選後,卻不願遵守初選承諾,全力支持韓國瑜.尤有甚者,郭台銘要求馬英九不要去幫韓國瑜站台,馬英九基於自己是國民黨黨員仍前往站台,卻不獲郭台銘諒解.郭台銘對外放話,國民黨高層那一個沒有拿到郭台銘的錢?郭台銘先前以慈善之名,捐款設立基金作公益活動,最後卻為了遂行私利而欲綁架脅迫國民黨大老,自然包括拿了7000萬成立基金會的馬英九.馬吃人家的嘴軟,拿人家的手短.從此在郭善人(?)或郭奸商的掌控中?!民眾深知,在總統初選期間,郭奸商即散播不實消息,説他口頭勸說韓國瑜了不要進去香港中聯辦公室.韓不聽.事實上,韓及高雄市副市長作証,郭奸商的口頭勸告之説,並非事實.純屬郭奸商為打擊韓,配合民進黨抹紅而背後插刀之奸詐舉止.現在,郭奸商為了顯示他出錢成立馬xx基全會的影響力,故意設計在媒體面前上演兩老男相抱的愉景照片,更且,基金會以”芒果乾”為題,這亡國感之題目不正是郭奸商在初選期間要在韓國瑜背後插刀的相關題目嗎?郭奸商自己在大陸的企業財務狀況笈笈可危?,所以郭奸商有他自己特殊的兩岸政商關係需要定位解決,以取得他個人最佳談判利益.但這不等同於國民黨總統候選人韓國瑜要去跟著郭奸商所控制的馬xx基金會合唱同－曲調.對於郭奸商,自始沒有大我(奸商無祖國,一心抱美國川普大腿,忘記自己今日財富之所由來)丶隻求為小我而背後插刀,建議韓敬而遠之.對於馬xx,本性溫良恭儉讓,清廉正直,他為了基金會有利社會公益,故向郭善人/郭奸尚?開口,偏偏郭奸商所提供的任何捐助,都存有個人背後利益企圖,上帝說,懐有私人企圖目的的捐獻就不是功德.馬迂腐,一個書呆子,已經被本質奸險一切為私的郭奸商所綁架,馬可能完全獨立自主的去掌控其基金會的運作嗎?或是馬將終其餘生,淪為郭奸商的一枚棋子而己??誠讓有識者關注!",0,2354
聽說鳳姐也是以政治庇護申請的美國綠卡,0,2355
@比漾廣場店B212媒體隻能是傳聲筒，所以一定是主觀而不客觀，隻求這個主觀報導不要害人害已禍及全球就阿彌陀佛了。資本主義下的美帝說媒體是第四權，剛好落入金主制下的資本傳媒影嚮力。講的好聽是監督政府，講白了就是被金主操控政客。政治是最高明的騙術，民主制背後的金主制才是最恐佈的。更恐佈的是相信媒體是第四權，天啊。,-1,2356
就算中共介入那也是內事台灣也可以統一大陸我們本來就是一個國家的。美國那才叫介入知道嗎你還說是什麼關懷民建擋臉貼別人屁股還覺得香,-1,2357
...坦白說，對小平有點失望之前聽他批評KMT紅統化的問題，感覺他說話還算實在他講到美國介選的部份，OK，要批評也是可以的但為何都絕口不提中國介入的部份呢?美國要的始終隻是讓我們不要靠向中國中國要的卻是併吞台灣，這部份更嚴重吧我發現KMT的人都有個通病(不管中華民國派還是統派)那就是政黨利益永遠擺在國家安全和主權上面以前還以為他們都隻是現實主義者結果我錯了，他們隻是買辦商人而已...,1,2358
你要我說實話嗎？我支持蔡連任！中華還未統一同志還需努力！隻有蔡和民進黨能讓對岸下決心武統！我想看看到時台灣打廢了美國會不會象三立說的一萬條理由和大陸干上一仗？,-1,2359
民進黨梁文傑舉的例子實在很蠢！怎麼會用911事件之後造成美國總統支持度攀升做案例呢？廢話...，都打到美國本土了，美國人民當然支持布希採取軍事報復民進黨真的沒有人才,0,2360
lindawang88這樣美國不就師出有名了？搞掉一個戰鬥群還有九個準備好的,0,2361
@ZHONGMINOUYANG認美國和日本為爸爸，呵呵笑死人,-1,2362
王志宏這款破飛機是汶川救災時能飛高原救災的僅有的大陸在使用的直升機，80年代中美關系蜜月期大陸買到的就是這款飛機,0,2363
"菜的話不值得一聽!博士學位?老師死掉了?買台灣在美國紐約的辦事處?護主權?............他當選之日,就是習實現民族偉大復興之日!",0,2364
看看美國介入其它國家內政，在場七人有敢說一句,-1,2365
你這井底之蛙，世界上能跟你的狗主人美國掰手腕的沒幾個國家，不才我們大陸這邊就可以跟你的主人掰一掰,-1,2366
中共反同性戀、中共反美軍售、中共反香港言論自由⋯⋯好巧啊！跟韓國🐟的立場完全一致耶！,1,2367
@FUSHONPAN你可拉倒吧，暗助中國？美國佬別參與他國內政就是最好的幫助了,-1,2368
常凱申你敢動美國你就動啊，到時換台灣看你們打。,1,2369
草包經過正宮（李減芬）和紅顏知己（新莊王小姐）雙認證做什麼賠什麼的衰尾道人，竟然還有人敢把國家交給這種草包衰尾道人，真是悲哀當上高雄市長遇到點困難就說做不下去要選總統，如果不小心讓你這個草包衰尾道人當上總統到時候要是被美國或中國卡，你是不是要去選地球隊長，如果你當上地球隊長遇到外星人入侵，你是不是要去選宇宙教主，不讓幹咧遇到點困難就想落跑，你甘脆點回你老婆正宮家的砂石場去當看門的,0,2370
別傻了中共戰力還是遠到不能看到美國車尾燈的美國還有很多恐怖的科技沒拿出來呢講航母光是裝載機每天起飛架次數就差很多了還不用講說自配武器有甚麼呵呵人家24小時就能全球部屬了你老共有這種能力嗎光是全球軍事基地有多少?人家的打戰經驗有幾次?伊拉克戰爭阿富汗戰爭敘利亞南北越戰爭索馬利亞戰爭人家都在不停地打戰老共也是在不停的山寨哈哈,1,2371
難怪不要美國🇺🇸仁去救啊！😱😱😱😱😱、、、、2020最強V2ray機場，5年老機長帶路。支持windows、MAC、安卓、IOS等設備，解鎖IOS移動4G、校園網、Netflix/TVB等流媒體，CDN線路40個入口可以選，4K秒開，隨便拖動能播，50+線路任選，套餐低至1元！！！免費體驗網址：shidongli129點xyz,0,2372
這張宏陸真有意思，集權國家？民主國家？說的好像民主國家的美國政策不是出爾反爾似的。美國單方面退出的協議少了嗎？。。。。。。這和什麼國家體制有關系嗎？,-1,2373
你去美國走私看看是說超買會被抓，還是遲到會被抓。老菜剛酸完韓，自己就遲到半小時，打回到自己,0,2374
@阿國畢獨立還有沒有那拳頭👊，就喊獨立。垃圾東西，可惜了，打你們跟踩螞蟻真的沒區別，你們就是奴隸命，怎麼反抗都一樣。趁還能叫多叫吧，怕以後叫不來了。不說了，我同桌台灣小螞蟻，現在在給我捶背。台灣人，呵呵，台灣人不就是我中國養的奴隸麼，多叫幾聲，這個世界看拳頭說話，可惜你們沒有，你們的日本爹也沒有哈哈笑死。你們的美國爹有但是不敢打。你們就在島上多叫吧，你祖宗我在日本打過的台灣人都數不過來了，雖然你你們勢力那麼垃圾呢，要國際地位沒國際地位，要軍力沒軍力。還獨立，戰斗力零的渣渣談獨立，笑死我了。,0,2375
看你們罵韓國瑜，其實他是說了實話。潛艇對沒有建過的，真的是不容易。說實話沒有其他人的幫助真的造不出來。台灣人想太簡單了。單單特制的鋼材就難產，然後焊接，然後動力，通信，魚雷，都是難題，沒有20年造不出來，台灣做個船體計算，都沒數據。潛艇不同於其他軍艦，水下300米，基本沒有逃生的機會，蔡英文敢坐台灣產的潛艇下潛嗎？誰說能造出來的，就帶他去試驗下潛下。2025服役，2024要下水，離現在隻有5年，潛艇建造一般要3年，離開工還有2年，現在設計好了，試驗結束了？民進黨真的是隨便說說的啊。潛艇准備造幾艘？預算？那個國家確定要合作了？除了美國，那個國家會配合？潛艇屬進攻型武器，美國也要考慮下。,0,2376
支持伊朗人民向萬惡的美帝國主義復仇！中東早打，大打，打核戰爭，拖垮美帝！,-1,2377
你美國爸爸干涉他國內政征求他國民意了嗎，可笑,-1,2378
"現在臺灣的總統大選已經結束，以下是我個人的看法：國民黨領導層應對敗局負責;吳黨主席在震耳欲聾的失利後的講話，本身就清楚地說明了他們為什麼在選舉中失敗。它充滿了官僚主義的藉口和舊思想。它太長，不到位置.我認為韓市長的方向是正確的，反華情緒是暫時的現象，它是基於中國共產黨目前的領導和美國目前的政治局勢。從長遠來看，情況會發生變化。國民黨需要有一個新的政黨方向;它應該建立在500萬選民支援之上，應該糾正以往政策的""本土化""努力，把自己樹立成包括中港在內的全中國人民的自由燈塔。它作為過去中國的合法統治者，有著傳統和歷史，應該高舉自由和民主的旗幟，遵循共和國的建國原則。國民黨不能坐在那裡，認為自己有競爭政黨的平等基礎，如果他們不改變，就沒有空間。",0,2379
我想說大陸人民永遠不會忘記美國偵察機把我解放軍王偉干掉的恥辱！,-1,2380
脫中入美，好好中國人不當，去當美國的狗，當棋子炮灰,-1,2381
韓總機更好笑，居然說的出台灣可以同時遊走在中共美國之間獲取利益，也把自己看的太高大上了吧，自己什麼貨色，真以為可以統治宇宙，太陽月亮都繞著自己轉,0,2382
他根本連　川普總統的一根頭髮都比不上。別這樣比，這樣對　川普總統不禮貌。,1,2383
中國累積外債1.97萬億美元，中國郵政負債9.807萬億人民幣，中國平安負債6.798萬億人民幣，中國(高鐵)鐵路總公司負債5.27萬億人民幣，五礦集團負債3.875萬億人民幣，中國人壽負債3.106萬億人民幣，中國恆大負債1.804萬億人民幣，碧桂園負債1.606萬億人民幣，中國建筑負債1.480萬億人民幣，萬科企業負債1.382萬億人民幣，中國太保負債1.308萬億人民幣，恆豐銀行負債9730多億人民幣被接管，中國石化負債9560多億人民幣，中國人保負債8860多億人民幣，綠地控股負債8840多億人民幣，融創中國負債8130多億人民幣，中國鐵建負債7840多億人民幣，中國中鐵負債7820多億人民幣，中油資本負債7700多億人民幣，錦州銀行負債7650多億人民幣暴雷，中國交建負債7600多億人民幣，海航負債7550多億人民幣，保利地產負債7390多億人民幣，新華保險負債7310多億人民幣，長和負債6380多億人民幣，中國電建負債6300多億人民幣，中國化工負債5860多億人民幣，華潤置地負債5200多億人民幣，上汽集團負債4940多億人民幣，龍湖集團負債4680多億人民幣，中國海外發展負債4260多億人民幣，中國前首富王健林負債4200多億人民幣，華夏幸福負債4020多億人民幣，包商銀行負債4010多億人民幣被接管，國泰君安負債4010多億人民幣，中糧集團負債3850多億人民幣，招商蛇口負債3850多億人民幣，中鋁國際負債3700多億人民幣，新城控股負債3670多億人民幣，中國中冶負債3480多億人民幣，富力地產負債3430多億人民幣，吉林銀行負債3360多億人民幣暴雷，中國建材負債3130多億人民幣，中國能源建設負債3050多億人民幣，天津城投集團負債3000多億人民幣，申萬宏源負債2960多億人民幣，華能國際負債2960多億人民幣，山西同煤集團負債2640多億人民幣，中航資本負債2630多億人民幣，國機集團2590多億人民幣，華僑城負債2560多億人民幣，國電電力負債2550多億人民幣，中國核電負債2550多億人民幣，中國中車負債2470多億人民幣，中國聯通負債2470多億人民幣，中南建設負債2440多億人民幣，金地集團負債2420多億人民幣，中國銀河負債2410多億人民幣，陽光城負債2410多億人民幣，首開股份負債2390多億人民幣，東方航空負債2200多億人民幣，雲南城投集團負債2200多億人民幣，山西焦煤集團負債2200多億人民幣，河南能化負債2190多億人民幣，建發股份負債2080多億人民幣，大唐發電負債2080多億人民幣，山西晉煤集團負債2080多億人民幣，國藥控股負債2070多億人民幣，山西晉能集團負債2060多億人民幣，泰禾集團負債2010多億人民幣，陝西延長石油負債2010多億人民幣，山東能源集團負債1980多億人民幣，聯想集團負債1980多億人民幣，天津天房集團負債1970多億人民幣，金隅集團負債1950多億人民幣，中遠海控負債1930多億人民幣，京東方負債1920多億人民幣，榮盛發展負債1920多億人民幣，雅居樂集團負債1920多億人民幣，山西潞安集團負債1920多億人民幣，渤海鋼鐵集團負債1920多億人民幣破產，格力電器負債1890多億人民幣，天津物產負債1880多億人民幣破產，美的集團負債1850多億人民幣，上海建工負債1840多億人民幣，佳兆業負債1820多億人民幣，山西陽煤集團負債1800多億人民幣，中信國安集團負債1700億人民幣，吉利汽車負債1670多億人民幣，華電國際負債1560多億人民幣，中煤能源負債1560多億人民幣，寶鋼股份負債1550多億人民幣，邯鄲銀行負債1530多億人民幣暴雷，河鋼負債1520多億人民幣，泛海控股負債1510多億人民幣，國投電力負債1530多億人民幣，比亞迪負債1370多億人民幣，上海華信負債1278億人民幣暴雷違約，北京汽車負債1270多億人民幣，海爾智家負債1230多億人民幣，兗礦煤業負債1170多億人民幣，恆力集團負債1150多億人民幣，中國宏橋負債1100多億人民幣，中鋼國際負債1000多億人民幣，首鋼股份負債1000多億人民幣，中國北車負債890多億人民幣，中國重工負債870多億人民幣，西安高新控股負債860多億人民幣，小米集團負債830多億人民幣，永泰能源負債790多億人民幣破產，江西銅業負債770多億人民幣，山煤集團負債710多億人民幣，廈門國貿負債660多億人民幣，青海省投資集團負債630多億人民幣，物產中大集團負債600多億人民幣，鹽湖負債550多億人民幣破產，東北龍煤集團負債500多億人民幣，一汽轎車負債500多億人民幣，丹東港集團負債489億人民幣破產，寧波銀億集團負債470多億人民幣破產，浙江新光集團負債460多億人民幣破產，康美藥業負債460多億人民幣，廈門象嶼負債450多億人民幣，亨通光電負債415億人民幣，長城汽車負債410多億人民幣，順豐控股負債400多億人民幣，華西村華西集團負債390億人民幣，華泰汽車負債375億人民幣，重慶鋼鐵負債360多億人民幣破產，川煤集團負債360多億人民幣，安徽國購投資負債354億人民幣，廣匯能源負債323億人民幣，凱迪生態負債309億人民幣，輝山乳業負債274億人民幣破產，龐大集團負債249億人民幣破產，東北特鋼負債240多億人民幣破產，格力地產負債230億人民幣，無錫五洲國際負債210億人民幣破產，金立集團負債200億人民幣破產，沉陽機床負債189億人民幣破產，雛鷹農牧負債182億人民幣面值退市，大連機床負債180多億人民幣破產，康得新負債160億人民幣，山東勝通集團負債156億人民幣破產，雲南奧宸地產負債150億人民幣破產，奧山控股負債140多億人民幣，華業資本負債132億人民幣破產，中弘股份負債115億人民幣破產，印紀負債105億人民幣面值退市，廣州粵泰股份負債100多億人民幣，山東東辰集團負債98億人民幣破產，東方金鈺負債94億人民幣破產，山東大海集團負債75億人民幣破產，富貴鳥負債42億人民幣破產，……。中國國企總負債130多萬億人民幣，中國債務(國債)達到500多萬億人民幣(70多萬億美元)，比美國國債多3倍以上，中國已成為世界第一的欠債大國。,0,2384
香港是自己折騰自己，讓他自生自滅；對於台灣問題，現在武統代價有點大，大陸在積聚力量，2030年前必定統一。到2030年，經濟超美國，軍事達美國七層。到時武統台灣，誰敢干涉。,-1,2385
川普家族發大財了，他要是連任不了估計到死要在監獄裡呆了。,-1,2386
10年後???先擔心美中貿易戰吧...新冷戰將開啟老美還沒啟動像對付伊朗那樣手段還有別吹你們己奈米技術半導體用化學品請去查查誰生產,0,2387
@假博士菜菜子老美怕髒東西進到台灣，中國人有很多都是這類的,1,2388
伊朗美國的事與你無關啦回答記者的問題吧！,0,2389
我小孩就算家裡蹲也不會送到台灣上學，大陸騙子被抓處罰很大的，你以為跟你們一樣呀當騙子沒成本的，打不到你美爹，可以打你台灣呀，一鼓作氣收復台灣，氣死美國人,-1,2390
半個小時前，國內媒體已經有中美達成貿易協議的新聞了,0,2391
@草泥馬一個台灣草履虫，張口就是美中俄三隻大象，真是不自量力。,0,2392
造謠，布隆伯格在民主黨內部支持率非常低。這個主持人信口開河，胡扯美國政治。,0,2393
美國即將打兩個中國牌，先跟中華民國建交，營造兩個中國給國際看，帶動數十盟國跟進，共榧要急哭了,1,2394
說簡單點，把民國政府消滅了就沒有這麼多爛事了，不想要一國兩制，那你就反攻回來把大陸搶走啊？你又搶不走，然後一個China有兩個政府管理，存在兩個政府本來沒啥，內斗也就算了，現在你們又勾結美國日本來侵略自己國家？這政府還能再不要點臉麼？,-1,2395
FPye藍營其實也不是拒統，隻是現在沒有找到一個既能夠說服台灣民眾，又能夠不損害自己黨內各派系的利益，還能重新拿回執政權的方法，關鍵的關鍵，還要不得罪美國，說實話挺難的。要考慮的方面太多了，你要宣布獨立，宣布統一都是要付出一定的代價的，我們大陸絕對不會為台灣買單,0,2396
台灣吹牛....臭中國產業.....吹老大哥美國吹上天....中國是中國......美國是.美國......主持人愛說吹牛真是弱智到爆。,-1,2397
那是戰忽局的臥底啊！天天忽悠美國人可不容易啊,0,2398
台灣選舉給美國人帶壞了，整天黑來黑去，不公正？,-1,2399
五六五六除了把我比較了解美國，至少國家規模的化至少美國還能能比，歐洲國家規模太小了不太好比，難道你要我拿那個印度出來做對比嗎？主要是印度我也去過還跟印度人工作過，我實在不想拉低中國檔次。,0,2400
陳真  |  2020.01.0702:20   |   #卡韓政變(226)：革命前夕陳真2020.1.7.再過五天，便知勝負。從來沒有一次選舉如此難以預測，主要原因可能是經驗上的內在分裂：一方面，人們經歷長達一整年針對韓國瑜鋪天蓋地完全不擇手段的骯髒抹黑與造謠，使得韓儼然成為粗鄙可笑的過街老鼠，人人喊打。但是，另一方面，除了校園及年輕族群之外，生活普遍經驗卻又一再顯示韓國瑜的壓倒性支持度。即便是當年的馬英九旋風，或是更早之前乃至八零年代的阿扁風潮，都完全比不上韓流的熱烈。這幾個月來，生活上的經驗常讓我有一種很強烈的感覺，那就是韓國瑜所代表的強大民意，幾乎到了快要爆炸的地步，彷彿這不僅僅是一場選舉，而是革命前夕。一般人估選票往往會進入某種精算，但我從來不管那些東西，因為，不論是當下民調或過往記錄，在我看來都比不上生活經驗與政治直覺來得準確。當然，每個人的生活經驗相去甚遠。我每天接觸的幾乎全是各種形式的「苦人」，跟菁英世界的經驗恐怕截然相反，因此做不得準。而且，選舉就跟比賽或考試一樣，寧可先大幅低估自己的勝算，才會有所警惕，一分都不能少，一票都別放棄。我隻能說，截至目前為止，我和學姐的「韓若勝選，我將一個月可以不用洗碗」之賭約，我應能獲勝。至於獲勝幅度有多大，容我保密，以免影響選情。但我會偷偷事先告訴學姐，選後大家就能知道我的政治直覺準不準。前幾天，有個地方社團的負責人來找我拉票，拜託我支持韓國瑜，邀我出席社團內部活動。我雖婉拒參與，但我跟她說，是「我該拜託妳支持韓國瑜才對，因為我沒有影響力，我頂多隻能影響我女兒，但她隻有四歲。而妳卻有成千上萬的社團會員與支持者。」過去這樣一些地方社團幾乎一片綠油油，特別是在南部，更是綠到流綠汁。但是這回卻轉成韓粉。我問這位領導原因何在？她說，「韓國瑜為民服務的赤忱，感動人心，人民生活實在太苦了。」某個意義上，選舉一時的勝負並不是那麼重要。這意思是說，很多事情之成就，不一定一次就能做到。更重要的仍是「初衷」二字。隻要初衷不變，我們總有一天就能走到目的地。三、四十年來，我被太多「政治人物」所騙，或者應該說是他們自己騙了自己，自欺欺人。其中一個就是阿扁，還有菊姊也是。事實上，他們一開始並非如今樣貌，而是一點一滴走了樣，甚至走向邪門歪道。儘管陳菊身邊一大堆貪官污吏，其中很多根本就是人渣等級，但我至今依舊相信陳菊的清廉以及淡泊名利，她不是一個會迷惑於金錢或權力的人。我不相信人會變，我不相信權力會腐化一個人，但我相信權力會使人迷失，使人迷惑，從而忘記初衷。幾十年的生活歷練，讓我對於人性有更多了解。我不敢用自己的人格對韓國瑜打包票。我相信他會清廉，但我不敢用絕對意義去斷言他將秉持對於每一項事物的基本正直，就如同我至今難以理解陳菊為何對其周遭或她所提拔的那一堆貪婪腐敗的政治人渣無動於衷，任其為所欲為。我覺得，做為一個無權無勢的一般人，我們所能做的有三點：一是盼望，盼望上蒼憐我世人，憂患良多。二還是盼望，盼望任何接受人民負託與信任的政治人物，莫忘初衷，不要辜負人們的一番赤忱與信任。三是監督。越是你支持的人或黨，你越是應該注意他是否變質變壞，就如同我們會注意小孩是否思想行為偏差一樣，不應縱容包庇，因為那隻會害了他。管好你所心儀的政黨或政治人物，才是最大最好的支持。👉《💥民進黨與動物農莊之七誡》https://reurl.cc/QpAQl0👉《💥該被轉型的反而正義了》https://reurl.cc/9zkDmd👉《💥黑鷹為何失事？》https://reurl.cc/72Qgay👉《☠黑鷹鬼話》https://reurl.cc/M7Qkak👉《💀美國的對台A、B計畫》https://reurl.cc/RdVL86👉《邪惡何時終結？》https://reurl.cc/6g3r8Z,0,2401
有可能是在防堵美國俄國等挑起如香港的反送中抗爭,-1,2402
首先我要聲明的是我討厭共產黨，討厭國民黨，也討厭韓國瑜，更討厭民進黨！但是最討厭的人就是蔡英文。女賊！我一向都支持梁文傑的論述.可惜今天卻被我看破了手腳.為了一個「女賊蔡英文」而欺騙了鄉親們的選票。為何蔡英文是個道地的「女賊」？首先很多人不知道蔡英文的為人.家父一生身為公務員，為國家效命幾十年，如今年邁退休身居美國，卻無原無故的被扣押退休金至今已有數年之久，這是強盜？還是土匪？國家機器操在她的手中，為所欲為，這不是「女賊」那麼什麼樣的人才叫做「女賊」？,0,2403
美國等著要揍中共了，還那大言不慚，怕你們不敢玩而已，膨風政權,1,2404
@涂阿國我尋思著不是特朗普舔的？當初說隻要貿易戰一打中國就崩潰呢？🌝笑死,-1,2405
一堆老妖婆在這，這裡對中國指手指腳，你們算老幾啊？說真的，台灣發生的一切事情還上不到習近平的辦公桌。你們就在這裡意淫，假如我是習近平，他媽的我聽起來都覺得惡心了，習大大，如果有你們這麼無知，我們還怎麼對抗美國？你說你們是不是傻？,-1,2406
趙這個年代的人美國就是自己的主人，給坨屎都能吃出金子來。,-1,2407
@LinLi你愛的中共國，羞恥嗎，臺灣人愛美國，多過中共國，也是的，中共國人也愛去美國生活,1,2408
談教育局局長的行為，怎麼變成談川普總統，kmt的那位到底在談什麼？,0,2409
@丁若柯美國為首的五眼聯盟及其走狗日本，也就幾億人,-1,2410
黎少狗奇怪，有什麼奇怪的。以你這種狗為首的無恥媒體人，天天舔美國屁眼，吸食西方民主自由毒品，把台灣變成今天這個落後的狀態。,-1,2411
歡迎中共多走幾次台灣海峽，你們努力打壓台灣我們越支持蔡英文，習近平在貿易戰時嗆川普，你打我，我一定回擊你，我們就衝著這句話力挺蔡英文。別覺得我們台灣人好惹！,1,2412
開心個粑粑北京慘敗是啥意思我都看不懂你們是什麼理解呢也就是說中國滲透了你們的選舉了搞不懂反滲透法的勝利就是你們台灣的勝利嗎估計很多人會調查了你們繼續敗壞台灣吧醒醒吧不是北京慘敗根本就沒管你們反滲透繼續吧好好跟美國爸爸匯報,-1,2413
台灣對全球經濟貢獻很小的，要不是美國要對抗中國，台灣能受到這麼大關注嗎，這個新聞本身就不民主，少分析中國與美國的關系，太片面。希望台灣會明白的。選舉過程中的造謠，抹黑，我都為這種選舉感到悲哀，這哪裡是民主，是催眠民眾的鴉片。,0,2414
"環球時報2020-01-1010:56:(環球時報綜合報道】據美國彭博社10日報道，美國陸軍計劃在太平洋地區部署一支專門的特遣部隊，能執行針對中國的情報、電子、網絡和導彈行動。美國陸軍部長瑞安·麥卡錫當天將出席華盛頓的一場活動，說明這支部隊如何在印度洋—太平洋地區運作。報道稱，這支特遣部隊將可能駐扎在菲律賓和中國台灣以東的島嶼上，，，""""綠島""和""蘭嶼""?瞎!把台灣人拿來當""擋飛彈""的人肉牆了?",-1,2415
以其人之道還治其人之身—川普用招,0,2416
